date,Mean discharge
11/3/2003,211.3000031
12/3/2003,180.1999969
13/3/2003,170.1999969
14/3/2003,194.3999939
15/3/2003,214.8000031
16/3/2003,212.3999939
17/3/2003,202.5
18/3/2003,186.1000061
19/3/2003,161.3000031
20/3/2003,126.5
21/3/2003,115.6999969
22/3/2003,130.5
23/3/2003,145
24/3/2003,140.8000031
25/3/2003,161.5
26/3/2003,174.8000031
27/3/2003,156.8999939
28/3/2003,135.1999969
29/3/2003,138.6000061
30/3/2003,165.8000031
31/3/2003,173.6000061
1/4/2003,173
2/4/2003,157.1000061
3/4/2003,133.3999939
4/4/2003,137.5
5/4/2003,181.6000061
6/4/2003,204.1000061
7/4/2003,198
8/4/2003,184.3999939
9/4/2003,163.5
10/4/2003,145.1000061
11/4/2003,161.3999939
12/4/2003,175.6999969
13/4/2003,170.1000061
14/4/2003,164
15/4/2003,165.5
16/4/2003,167.1000061
17/4/2003,164
18/4/2003,163.8000031
19/4/2003,176.1000061
20/4/2003,190.8999939
21/4/2003,195.6999969
22/4/2003,187
23/4/2003,179.6999969
24/4/2003,177.8999939
25/4/2003,177.6000061
26/4/2003,180.8000031
27/4/2003,186.6999969
28/4/2003,188.1000061
29/4/2003,184
30/4/2003,176
1/5/2003,165.8999939
2/5/2003,158
3/5/2003,153.1999969
4/5/2003,148.6999969
5/5/2003,148.1000061
6/5/2003,151.3000031
7/5/2003,154.1999969
8/5/2003,159.1999969
9/5/2003,163.8000031
10/5/2003,163.3000031
11/5/2003,163.8000031
12/5/2003,159.8000031
13/5/2003,155
14/5/2003,147.3999939
15/5/2003,142.5
16/5/2003,143.3000031
17/5/2003,148.3000031
18/5/2003,150.1000061
19/5/2003,145.8999939
20/5/2003,143.8999939
21/5/2003,140
22/5/2003,133.6000061
23/5/2003,131.3000031
24/5/2003,132.1999969
25/5/2003,134.8000031
26/5/2003,143.6000061
27/5/2003,148.3999939
28/5/2003,146.1999969
29/5/2003,140.3999939
30/5/2003,137.1000061
31/5/2003,142.3999939
1/6/2003,147.5
2/6/2003,150.3000031
3/6/2003,152.8999939
4/6/2003,153.6000061
5/6/2003,145.8999939
6/6/2003,142.6000061
7/6/2003,139.5
8/6/2003,135
9/6/2003,131.5
10/6/2003,127.4000015
11/6/2003,124.6999969
12/6/2003,123.1999969
13/6/2003,121.4000015
14/6/2003,131.1999969
15/6/2003,143.3999939
16/6/2003,149.3999939
17/6/2003,158.5
18/6/2003,163.1999969
19/6/2003,162.6999969
20/6/2003,179.3999939
21/6/2003,217.8000031
22/6/2003,236
23/6/2003,248.8999939
24/6/2003,250.6000061
25/6/2003,241.3000031
26/6/2003,230.6000061
27/6/2003,232.1000061
28/6/2003,264.6000061
29/6/2003,295.2999878
30/6/2003,307.2999878
1/7/2003,311.7000122
2/7/2003,295.3999939
3/7/2003,320.5
4/7/2003,394.2999878
5/7/2003,574.5999756
6/7/2003,649.4000244
7/7/2003,682.5999756
8/7/2003,928.2000122
9/7/2003,953.4000244
10/7/2003,845.5999756
11/7/2003,785.2000122
12/7/2003,897.7999878
13/7/2003,950.5999756
14/7/2003,896.5
15/7/2003,1009
16/7/2003,1142
17/7/2003,1109
18/7/2003,1038
19/7/2003,973.7000122
20/7/2003,894.7999878
21/7/2003,825.2999878
22/7/2003,796.7999878
23/7/2003,825.9000244
24/7/2003,840.5999756
25/7/2003,918
26/7/2003,1111
27/7/2003,1138
28/7/2003,1069
29/7/2003,1000
30/7/2003,958.9000244
31/7/2003,987.0999756
1/8/2003,1068
2/8/2003,1151
3/8/2003,1219
4/8/2003,1257
5/8/2003,1211
6/8/2003,1191
